Gene	GeneName	LengthPI	TotalVariants	UniqueProteinVariants	UniqueCodingExons
10595	ERN2 endoplasmic reticulum to nucleus signaling 2	926	7	6	28
10598	AHSA1 activator of HSP90 ATPase activity 1	338	2	2	9
10599	SLCO1B1 solute carrier organic anion transporter family member 1B1	691	1	1	14
10600	USP16 ubiquitin specific peptidase 16	823	8	3	18
10602	CDC42EP3 CDC42 effector protein 3	254	5	1	2
10603	SH2B2 SH2B adaptor protein 2	675	8	6	14
10605	PAIP1 poly(A) binding protein interacting protein 1	479	5	3	13
10606	PAICS phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	432	4	3	12
10607	TBL3 transducin beta like 3	808	1	1	22
10608	MXD4 MAX dimerization protein 4	209	4	4	13
10609	P3H4 prolyl 3-hydroxylase family member 4 (non-enzymatic)	437	2	2	10
10610	ST6GALNAC2 ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	374	2	2	10
10611	PDLIM5 PDZ and LIM domain 5	625	20	20	23
10612	TRIM3 tripartite motif containing 3	744	8	2	12
10613	ERLIN1 ER lipid raft associated 1	348	4	1	13
10614	HEXIM1 hexamethylene bisacetamide inducible 1	359	1	1	1
100271849	MEF2B myocyte enhancer factor 2B	368	1	1	8
10616	RBCK1 RANBP2-type and C3HC4-type zinc finger containing 1	510	12	9	20
10617	STAMBP STAM binding protein	424	14	5	14
10618	TGOLN2 trans-golgi network protein 2	379	4	4	8
10620	ARID3B AT-rich interaction domain 3B	561	2	2	9
10621	POLR3F RNA polymerase III subunit F	316	4	4	11
10622	POLR3G RNA polymerase III subunit G	223	9	3	12
10623	POLR3C RNA polymerase III subunit C	547	5	4	18
10625	IVNS1ABP influenza virus NS1A binding protein	642	5	5	16
10626	TRIM16 tripartite motif containing 16	564	1	1	6
10627	MYL12A myosin light chain 12A	177	4	2	4
10628	TXNIP thioredoxin interacting protein	391	3	3	11
10629	TAF6L TATA-box binding protein associated factor 6 like	622	3	3	12
10630	PDPN podoplanin	238	5	4	7
285761	DCBLD1 discoidin, CUB and LCCL domain containing 1	539	7	5	18
10632	ATP5MG ATP synthase membrane subunit g	103	1	1	3
10633	RASL10A RAS like family 10 member A	203	4	3	5
10634	GAS2L1 growth arrest specific 2 like 1	681	6	2	9
10635	RAD51AP1 RAD51 associated protein 1	352	2	2	10
10636	RGS14 regulator of G protein signaling 14	566	3	3	19
10637	LEFTY1 left-right determination factor 1	366	1	1	4
10638	SPHAR S-phase response (cyclin related)	63	1	1	1
100533997	MAGEA10-MAGEA5 MAGEA10-MAGEA5 readthrough	124	1	1	1
10640	EXOC5 exocyst complex component 5	708	2	2	20
338321	NLRP9 NLR family pyrin domain containing 9	991	3	2	10
338322	NLRP10 NLR family pyrin domain containing 10	655	2	1	4
338323	NLRP14 NLR family pyrin domain containing 14	1093	2	2	12
10644	IGF2BP2 insulin like growth factor 2 mRNA binding protein 2	605	17	16	27
10645	CAMKK2 calcium/calmodulin dependent protein kinase kinase 2	588	30	17	20
10647	SCGB1D2 secretoglobin family 1D member 2	90	1	1	3
338328	GPIHBP1 glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	184	2	2	5
10650	PRELID3A PRELI domain containing 3A	172	3	2	8
10651	MTX2 metaxin 2	263	5	5	13
10652	YKT6 YKT6 v-SNARE homolog	198	3	3	10
10653	SPINT2 serine peptidase inhibitor, Kunitz type 2	252	2	2	7
10654	PMVK phosphomevalonate kinase	192	3	3	6
10655	DMRT2 doublesex and mab-3 related transcription factor 2	561	10	3	6
10656	KHDRBS3 KH RNA binding domain containing, signal transduction associated 3	346	7	7	15
10657	KHDRBS1 KH RNA binding domain containing, signal transduction associated 1	443	2	2	9
10658	CELF1 CUGBP Elav-like family member 1	512	49	10	18
338339	CLEC4D C-type lectin domain family 4 member D	215	3	2	10
10660	LBX1 ladybird homeobox 1	281	1	1	2
10661	KLF1 Kruppel like factor 1	362	2	2	4
83697	SLC4A9 solute carrier family 4 member 9	983	17	17	29
10664	CTCF CCCTC-binding factor	727	5	3	13
10665	C6orf10 chromosome 6 open reading frame 10	561	7	7	35
10666	CD226 CD226 molecule	336	10	3	10
10667	FARS2 phenylalanyl-tRNA synthetase 2, mitochondrial	451	10	6	12
10668	CGRRF1 cell growth regulator with ring finger domain 1	332	4	2	7
10669	CGREF1 cell growth regulator with EF-hand domain 1	318	4	3	8
10670	RRAGA Ras related GTP binding A	313	1	1	1
10671	DCTN6 dynactin subunit 6	190	1	1	7
10672	GNA13 G protein subunit alpha 13	377	3	3	6
10673	TNFSF13B TNF superfamily member 13b	285	2	2	6
10675	CSPG5 chondroitin sulfate proteoglycan 5	566	5	5	6
10677	AVIL advillin	819	7	4	22
10678	B3GNT2 UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	397	2	1	1
10681	GNB5 G protein subunit beta 5	395	5	5	15
10682	EBP emopamil binding protein (sterol isomerase)	230	1	1	4
29087	THYN1 thymocyte nuclear protein 1	225	7	4	10
54511	HMGCLL1 3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	370	6	6	11
10686	CLDN16 claudin 16	305	1	1	5
10687	PNMA2 PNMA family member 2	364	2	1	2
170572	HTR3C 5-hydroxytryptamine receptor 3C	447	1	1	9
2538	G6PC glucose-6-phosphatase catalytic subunit	357	2	2	6
10690	FUT9 fucosyltransferase 9	359	5	1	1
10691	GMEB1 glucocorticoid modulatory element binding protein 1	573	8	3	15
10692	RRH retinal pigment epithelium-derived rhodopsin homolog	337	1	1	7
10693	CCT6B chaperonin containing TCP1 subunit 6B	530	6	6	16
10694	CCT8 chaperonin containing TCP1 subunit 8	548	4	4	16
10695	CNPY3 canopy FGF signaling regulator 3	311	5	5	9
338376	IFNE interferon epsilon	208	1	1	1
285141	ERICH2 glutamate rich 2	436	9	7	17
10699	CORIN corin, serine peptidase	1042	3	3	23
338382	RAB7B RAB7B, member RAS oncogene family	199	4	3	7
10712	FAM189B family with sequence similarity 189 member B	668	4	4	14
10713	USP39 ubiquitin specific peptidase 39	565	10	5	17
10714	POLD3 DNA polymerase delta 3, accessory subunit	466	3	3	16
10715	CERS1 ceramide synthase 1	350	3	3	8
10716	TBR1 T-box, brain 1	682	1	1	6
10717	AP4B1 adaptor related protein complex 4 beta 1 subunit	739	14	10	18
338398	TAS2R60 taste 2 receptor member 60	318	1	1	1
389541	LAMTOR4 late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	99	4	3	6
10721	POLQ DNA polymerase theta	2590	7	7	36
83707	TRPT1 tRNA phosphotransferase 1	255	13	7	11
10724	MGEA5 meningioma expressed antigen 5 (hyaluronidase)	916	4	4	19
10725	NFAT5 nuclear factor of activated T cells 5	1549	16	9	17
10726	NUDC nuclear distribution C, dynein complex regulator	331	6	6	13
10728	PTGES3 prostaglandin E synthase 3	164	11	11	14
1788	DNMT3A DNA methyltransferase 3 alpha	912	15	9	32
10730	YME1L1 YME1 like 1 ATPase	773	4	4	22
10732	TCFL5 transcription factor like 5	500	6	6	13
10733	PLK4 polo like kinase 4	970	6	6	21
10734	STAG3 stromal antigen 3	1226	10	6	36
10735	STAG2 stromal antigen 2	1268	17	3	36
10736	SIX2 SIX homeobox 2	291	2	2	3
114926	SMIM19 small integral membrane protein 19	107	5	2	5
10738	RFPL3 ret finger protein like 3	317	3	3	5
10739	RFPL2 ret finger protein like 2	378	11	4	8
10741	RBBP9 RB binding protein 9, serine hydrolase	186	2	2	5
10742	RAI2 retinoic acid induced 2	480	9	3	3
10743	RAI1 retinoic acid induced 1	1906	5	2	5
10744	PTTG2 pituitary tumor-transforming 2	191	1	1	1
10745	PHTF1 putative homeodomain transcription factor 1	762	14	7	24
10746	MAP3K2 mitogen-activated protein kinase kinase kinase 2	619	1	1	16
10747	MASP2 mannan binding lectin serine peptidase 2	686	3	3	13
55064	SPATA6L spermatogenesis associated 6 like	334	18	8	16
10749	KIF1C kinesin family member 1C	1103	2	1	22
10750	GRAP GRB2-related adaptor protein	217	3	2	7
10752	CHL1 cell adhesion molecule L1 like	1224	18	3	26
10753	CAPN9 calpain 9	690	9	9	24
10755	GIPC1 GIPC PDZ domain containing family member 1	333	7	2	7
10758	TRAF3IP2 TRAF3 interacting protein 2	574	6	4	12
338440	ANO9 anoctamin 9	782	9	9	31
10761	PLAC1 placenta specific 1	212	7	1	2
338442	HCAR2 hydroxycarboxylic acid receptor 2	363	1	1	1
10763	NES nestin	1621	1	1	4
10765	KDM5B lysine demethylase 5B	1580	6	5	30
10766	TOB2 transducer of ERBB2, 2	344	4	1	2
10767	HBS1L HBS1 like translational GTPase	684	4	4	21
10768	AHCYL1 adenosylhomocysteinase like 1	530	6	3	18
10769	PLK2 polo like kinase 2	671	2	2	16
10771	ZMYND11 zinc finger MYND-type containing 11	602	19	9	19
10772	SRSF10 serine and arginine rich splicing factor 10	217	11	9	11
10773	ZBTB6 zinc finger and BTB domain containing 6	424	1	1	1
23641	LDOC1 LDOC1, regulator of NFKB signaling	146	1	1	1
10776	ARPP19 cAMP regulated phosphoprotein 19	131	8	4	6
10777	ARPP21 cAMP regulated phosphoprotein 21	813	56	18	24
10780	ZNF234 zinc finger protein 234	700	8	4	7
10781	ZNF266 zinc finger protein 266	549	33	4	10
10782	ZNF274 zinc finger protein 274	653	8	6	9
10783	NEK6 NIMA related kinase 6	347	10	4	12
10785	WDR4 WD repeat domain 4	412	10	6	16
10786	SLC17A3 solute carrier family 17 member 3	498	2	2	11
7259	TSPYL1 TSPY like 1	437	1	1	1
10788	IQGAP2 IQ motif containing GTPase activating protein 2	1575	8	8	40
10791	VAMP5 vesicle associated membrane protein 5	116	1	1	3
10793	ZNF273 zinc finger protein 273	569	13	3	7
10794	ZNF460 zinc finger protein 460	562	3	3	5
10795	ZNF268 zinc finger protein 268	193	9	8	6
10797	MTHFD2 methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	350	2	2	8
10798	OR5I1 olfactory receptor family 5 subfamily I member 1	314	1	1	1
10799	RPP40 ribonuclease P/MRP subunit p40	363	4	4	9
10800	CYSLTR1 cysteinyl leukotriene receptor 1	337	4	1	1
10801	SEPT9 septin 9	586	20	10	19
10802	SEC24A SEC24 homolog A, COPII coat complex component	1093	6	6	27
10803	CCR9 C-C motif chemokine receptor 9	369	4	2	3
10804	GJB6 gap junction protein beta 6	261	8	1	1
10806	SDCCAG8 serologically defined colon cancer antigen 8	713	23	21	30
10807	SDCCAG3 serologically defined colon cancer antigen 3	435	8	8	15
10808	HSPH1 heat shock protein family H (Hsp110) member 1	860	11	11	26
10809	STARD10 StAR related lipid transfer domain containing 10	291	1	1	6
10810	WASF3 WAS protein family member 3	502	4	2	10
10811	NOXA1 NADPH oxidase activator 1	483	7	5	16
10813	UTP14A UTP14A, small subunit processome component	771	4	4	18
10814	CPLX2 complexin 2	134	6	1	4
10815	CPLX1 complexin 1	134	2	2	3
10816	SPINT3 serine peptidase inhibitor, Kunitz type 3	89	1	1	2
10817	FRS3 fibroblast growth factor receptor substrate 3	492	4	2	5
10818	FRS2 fibroblast growth factor receptor substrate 2	508	11	1	6
404037	HAPLN4 hyaluronan and proteoglycan link protein 4	402	1	1	5
10825	NEU3 neuraminidase 3	461	1	1	3
10826	FAXDC2 fatty acid hydroxylase domain containing 2	333	5	2	10
10827	FAM114A2 family with sequence similarity 114 member A2	505	11	2	16
10838	ZNF275 zinc finger protein 275	329	1	1	4
10840	ALDH1L1 aldehyde dehydrogenase 1 family member L1	912	7	5	27
10841	FTCD formimidoyltransferase cyclodeaminase	572	11	9	33
10842	PPP1R17 protein phosphatase 1 regulatory subunit 17	155	3	2	5
10844	TUBGCP2 tubulin gamma complex associated protein 2	930	5	5	21
10845	CLPX caseinolytic mitochondrial matrix peptidase chaperone subunit	633	2	2	16
10846	PDE10A phosphodiesterase 10A	789	10	9	30
10847	SRCAP Snf2 related CREBBP activator protein	3230	1	1	32
10848	PPP1R13L protein phosphatase 1 regulatory subunit 13 like	828	5	2	13
10849	CD3EAP CD3e molecule associated protein	512	4	3	5
10850	CCL27 C-C motif chemokine ligand 27	112	1	1	3
10855	HPSE heparanase	543	4	3	13
10856	RUVBL2 RuvB like AAA ATPase 2	463	4	3	17
10857	PGRMC1 progesterone receptor membrane component 1	195	2	2	3
10858	CYP46A1 cytochrome P450 family 46 subfamily A member 1	500	5	5	20
10859	LILRB1 leukocyte immunoglobulin like receptor B1	652	22	20	29
10861	SLC26A1 solute carrier family 26 member 1	701	3	2	3
54918	CMTM6 CKLF like MARVEL transmembrane domain containing 6	183	1	1	4
10863	ADAM28 ADAM metallopeptidase domain 28	775	15	14	30
10864	SLC22A7 solute carrier family 22 member 7	548	14	13	20
10865	ARID5A AT-rich interaction domain 5A	648	11	8	13
10867	TSPAN9 tetraspanin 9	239	4	2	8
10868	USP20 ubiquitin specific peptidase 20	914	8	2	24
10869	USP19 ubiquitin specific peptidase 19	1419	41	39	34
10870	HCST hematopoietic cell signal transducer	93	3	3	7
10871	CD300C CD300c molecule	224	3	3	9
50964	SOST sclerostin	213	1	1	2
10874	NMU neuromedin U	174	5	5	11
10875	FGL2 fibrinogen like 2	439	1	1	2
10876	EDDM3A epididymal protein 3A	147	2	1	1
404093	CUEDC1 CUE domain containing 1	386	6	4	10
10878	CFHR3 complement factor H related 3	330	2	2	6
10879	SMR3B submaxillary gland androgen regulated protein 3B	79	1	1	2
10880	ACTL7B actin like 7B	415	1	1	1
10881	ACTL7A actin like 7A	435	1	1	1
10882	C1QL1 complement C1q like 1	258	1	1	2
10884	MRPS30 mitochondrial ribosomal protein S30	439	1	1	5
10885	WDR3 WD repeat domain 3	943	1	1	26
10886	NPFFR2 neuropeptide FF receptor 2	522	4	4	6
338567	KCNK18 potassium two pore domain channel subfamily K member 18	384	1	1	3
10888	GPR83 G protein-coupled receptor 83	423	2	2	5
10890	RAB10 RAB10, member RAS oncogene family	200	1	1	6
10891	PPARGC1A PPARG coactivator 1 alpha	798	12	9	20
10892	MALT1 MALT1 paracaspase	824	3	3	19
10893	MMP24 matrix metallopeptidase 24	645	4	4	13
10894	LYVE1 lymphatic vessel endothelial hyaluronan receptor 1	322	1	1	6
10896	OCLM oculomedin	44	1	1	1
10897	YIF1A Yip1 interacting factor homolog A, membrane trafficking protein	293	6	6	12
10898	CPSF4 cleavage and polyadenylation specific factor 4	269	12	11	17
10899	JTB jumping translocation breakpoint	146	1	1	5
10900	RUNDC3A RUN domain containing 3A	446	10	10	19
10901	DHRS4 dehydrogenase/reductase 4	278	8	8	9
10902	BRD8 bromodomain containing 8	1235	22	22	34
10903	MTMR11 myotubularin related protein 11	709	4	4	24
10904	BLCAP bladder cancer associated protein	87	8	1	1
10905	MAN1A2 mannosidase alpha class 1A member 2	641	4	4	18
10906	TRAFD1 TRAF-type zinc finger domain containing 1	582	2	1	11
10907	TXNL4A thioredoxin like 4A	142	5	4	5
10908	PNPLA6 patatin like phospholipase domain containing 6	1375	5	4	36
10910	SUGT1 SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	365	9	8	19
10911	UTS2 urotensin 2	139	8	6	11
10912	GADD45G growth arrest and DNA damage inducible gamma	159	2	2	5
10913	EDAR ectodysplasin A receptor	448	4	4	14
10914	PAPOLA poly(A) polymerase alpha	745	10	9	28
10915	TCERG1 transcription elongation regulator 1	1098	12	12	29
338596	ST8SIA6 ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	398	3	3	11
10917	BTNL3 butyrophilin like 3	466	1	1	8
10919	EHMT2 euchromatic histone lysine methyltransferase 2	1210	9	9	32
10920	COPS8 COP9 signalosome subunit 8	209	2	2	8
10921	RNPS1 RNA binding protein with serine rich domain 1	305	8	3	8
10922	FASTK Fas activated serine/threonine kinase	549	11	10	13
10923	SUB1 SUB1 homolog, transcriptional regulator	127	4	1	4
10924	SMPDL3A sphingomyelin phosphodiesterase acid like 3A	453	9	8	9
10926	DBF4 DBF4 zinc finger	674	4	4	13
10927	SPIN1 spindlin 1	262	1	1	5
10928	RALBP1 ralA binding protein 1	655	1	1	9
10929	SRSF8 serine and arginine rich splicing factor 8	282	2	1	2
10930	APOBEC2 apolipoprotein B mRNA editing enzyme catalytic subunit 2	224	1	1	2
7283	TUBG1 tubulin gamma 1	451	1	1	11
10933	MORF4L1 mortality factor 4 like 1	362	6	4	15
10935	PRDX3 peroxiredoxin 3	256	2	2	7
10936	GPR75 G protein-coupled receptor 75	540	1	1	1
10938	EHD1 EH domain containing 1	548	4	2	8
10939	AFG3L2 AFG3 like matrix AAA peptidase subunit 2	797	2	2	19
10940	POP1 POP1 homolog, ribonuclease P/MRP subunit	1024	4	2	16
10941	UGT2A1 UDP glucuronosyltransferase family 2 member A1 complex locus	693	4	4	8
10942	PRSS21 serine protease 21	314	8	8	16
10943	MSL3 MSL complex subunit 3	521	7	6	17
10944	C11orf58 chromosome 11 open reading frame 58	183	2	2	6
10945	KDELR1 KDEL endoplasmic reticulum protein retention receptor 1	212	1	1	5
10946	SF3A3 splicing factor 3a subunit 3	501	2	2	17
10947	AP3M2 adaptor related protein complex 3 mu 2 subunit	418	5	2	8
10948	STARD3 StAR related lipid transfer domain containing 3	445	8	6	17
10949	HNRNPA0 heterogeneous nuclear ribonucleoprotein A0	305	1	1	1
10950	BTG3 BTG anti-proliferation factor 3	296	5	3	7
10951	CBX1 chromobox 1	185	2	1	4
10952	SEC61B Sec61 translocon beta subunit	96	1	1	4
10953	TOMM34 translocase of outer mitochondrial membrane 34	309	4	4	10
10954	PDIA5 protein disulfide isomerase family A member 5	519	1	1	17
10955	SERINC3 serine incorporator 3	473	3	2	12
10956	OS9 OS9, endoplasmic reticulum lectin	667	11	11	19
10957	PNRC1 proline rich nuclear receptor coactivator 1	327	1	1	2
10959	TMED2 transmembrane p24 trafficking protein 2	208	2	2	7
10960	LMAN2 lectin, mannose binding 2	356	1	1	8
10961	ERP29 endoplasmic reticulum protein 29	261	3	3	4
10962	MLLT11 MLLT11, transcription factor 7 cofactor	90	1	1	1
10963	STIP1 stress induced phosphoprotein 1	590	3	3	16
10964	IFI44L interferon induced protein 44 like	452	7	2	11
10965	ACOT2 acyl-CoA thioesterase 2	483	3	3	7
10966	RAB40B RAB40B, member RAS oncogene family	278	7	5	11
10969	EBNA1BP2 EBNA1 binding protein 2	361	2	2	11
10970	CKAP4 cytoskeleton associated protein 4	602	1	1	2
10971	YWHAQ tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	245	1	1	5
10972	TMED10 transmembrane p24 trafficking protein 10	219	1	1	5
10973	ASCC3 activating signal cointegrator 1 complex subunit 3	2202	8	6	46
10974	ADIRF adipogenesis regulatory factor	76	1	1	3
10975	UQCR11 ubiquinol-cytochrome c reductase, complex III subunit XI	56	1	1	2
338657	CCDC84 coiled-coil domain containing 84	332	4	2	12
10978	CLP1 cleavage and polyadenylation factor I subunit 1	425	2	2	3
10979	FERMT2 fermitin family member 2	687	7	7	19
10980	COPS6 COP9 signalosome subunit 6	327	1	1	10
10981	RAB32 RAB32, member RAS oncogene family	225	1	1	3
10982	MAPRE2 microtubule associated protein RP/EB family member 2	315	4	4	9
10983	CCNI cyclin I	377	2	2	7
10985	GCN1 GCN1, eIF2 alpha kinase activator homolog	2671	1	1	58
10987	COPS5 COP9 signalosome subunit 5	334	1	1	8
10988	METAP2 methionyl aminopeptidase 2	478	4	4	15
10989	IMMT inner membrane mitochondrial protein	758	9	7	22
10990	LILRB5 leukocyte immunoglobulin like receptor B5	661	8	8	19
10991	SLC38A3 solute carrier family 38 member 3	504	2	1	16
10992	SF3B2 splicing factor 3b subunit 2	895	4	4	26
10993	SDS serine dehydratase	328	1	1	7
10994	ILVBL ilvB acetolactate synthase like	632	3	2	16
338675	OR5AP2 olfactory receptor family 5 subfamily AP member 2	316	1	1	1
10998	SLC27A5 solute carrier family 27 member 5	690	4	4	13
10999	SLC27A4 solute carrier family 27 member 4	643	2	1	13
11000	SLC27A3 solute carrier family 27 member 3	730	2	2	11
11001	SLC27A2 solute carrier family 27 member 2	620	2	2	10
11004	KIF2C kinesin family member 2C	725	6	4	24
11005	SPINK5 serine peptidase inhibitor, Kazal type 5	1094	4	4	35
11006	LILRB4 leukocyte immunoglobulin like receptor B4	448	8	8	17
11007	CCDC85B coiled-coil domain containing 85B	202	1	1	1
11009	IL24 interleukin 24	207	6	5	8
11010	GLIPR1 GLI pathogenesis related 1	266	3	3	9
11011	TLK2 tousled like kinase 2	772	35	18	27
11012	KLK11 kallikrein related peptidase 11	282	10	5	11
11013	TMSB15A thymosin beta 15a	45	1	1	2
11014	KDELR2 KDEL endoplasmic reticulum protein retention receptor 2	212	2	2	5
11015	KDELR3 KDEL endoplasmic reticulum protein retention receptor 3	214	2	2	6
11016	ATF7 activating transcription factor 7	483	6	3	15
11017	SNRNP27 small nuclear ribonucleoprotein U4/U6.U5 subunit 27	155	1	1	6
11018	TMED1 transmembrane p24 trafficking protein 1	227	2	2	6
338699	ANKRD42 ankyrin repeat domain 42	517	6	6	18
11020	IFT27 intraflagellar transport 27	186	4	3	10
11021	RAB35 RAB35, member RAS oncogene family	201	4	3	7
11022	TDRKH tudor and KH domain containing	561	14	3	16
11023	VAX1 ventral anterior homeobox 1	186	2	2	5
11024	LILRA1 leukocyte immunoglobulin like receptor A1	489	3	3	10
11025	LILRB3 leukocyte immunoglobulin like receptor B3	648	11	11	18
11026	LILRA3 leukocyte immunoglobulin like receptor A3	439	2	2	9
338707	B4GALNT4 beta-1,4-N-acetyl-galactosaminyltransferase 4	1039	2	2	20
11030	RBPMS RNA binding protein, mRNA processing factor	219	17	15	19
11031	RAB31 RAB31, member RAS oncogene family	195	3	3	11
11033	ADAP1 ArfGAP with dual PH domains 1	385	5	4	13
11034	DSTN destrin, actin depolymerizing factor	165	5	2	7
11035	RIPK3 receptor interacting serine/threonine kinase 3	518	1	1	10
11036	GTF2A1L general transcription factor IIA subunit 1 like	478	2	2	9
11037	STON1 stonin 1	735	2	1	3
11040	PIM2 Pim-2 proto-oncogene, serine/threonine kinase	311	1	1	6
11041	B4GAT1 beta-1,4-glucuronyltransferase 1	415	1	1	2
11043	MID2 midline 2	735	4	4	11
